,seed_title,seed_url,seed_creator,seed_viewcount,seed_upload_date,rec_title,rec_url,rec_creator,rec_viewcount,rec_upload_date
83,Bernie Madoff: His Life and Crimes (CNBC Documentaries - Full Episode),https://www.youtube.com/watch?v=kc0tRPtsdcU,CNBC Television,"743,770",15-Apr-21,The Makings of Jeffrey Dahmer | The Oprah Winfrey Show | Oprah Winfrey Network,https://www.youtube.com/watch?v=fti2HX9BefU,OWN,"273,220",15-Apr-21
84,Bernie Madoff: His Life and Crimes (CNBC Documentaries - Full Episode),https://www.youtube.com/watch?v=kc0tRPtsdcU,CNBC Television,"743,770",15-Apr-21,MyPillow Mike Reacts to Jimmy Kimmel’s Monologue & We Play “Who’s High?”,https://www.youtube.com/watch?v=dk8MuQTP4-s,Jimmy Kimmel Live,"1,512,829",20-Apr-21
85,What’s Driving California’s Mass Exodus?,https://www.youtube.com/watch?v=Ez90rXhMWjE,CNBC,"7,667,616",23-Jan-21,Regreening the desert with John D. Liu | VPRO Documentary | 2012,https://www.youtube.com/watch?v=IDgDWbQtlKI,vpro documentary,"2,654,309",7-May-17
86,What’s Driving California’s Mass Exodus?,https://www.youtube.com/watch?v=Ez90rXhMWjE,CNBC,"7,667,616",23-Jan-21,Living into your 90s,https://www.youtube.com/watch?v=wqKfL3z5yM4,60 Minutes,"2,479,340",18-Nov-20
87,What’s Driving California’s Mass Exodus?,https://www.youtube.com/watch?v=Ez90rXhMWjE,CNBC,"7,667,616",23-Jan-21,Ron DeSantis touts Florida's new comprehensive 'anti-riot' bill,https://www.youtube.com/watch?v=odWJZh-fDhc,Fox News,"974,117",17-Apr-21
88,What’s Driving California’s Mass Exodus?,https://www.youtube.com/watch?v=Ez90rXhMWjE,CNBC,"7,667,616",23-Jan-21,Ron DeSantis touts Florida's new comprehensive 'anti-riot' bill,https://www.youtube.com/watch?v=odWJZh-fDhc,Fox News,"974,117",17-Apr-21
89,What’s Driving California’s Mass Exodus?,https://www.youtube.com/watch?v=Ez90rXhMWjE,CNBC,"7,667,616",23-Jan-21,Ron DeSantis touts Florida's new comprehensive 'anti-riot' bill,https://www.youtube.com/watch?v=odWJZh-fDhc,Fox News,"974,117",17-Apr-21
90,Ron DeSantis touts Florida's new comprehensive 'anti-riot' bill,https://www.youtube.com/watch?v=odWJZh-fDhc,Fox News,"974,117",17-Apr-21,Nebraska is now 'Second Amendment sanctuary state',https://www.youtube.com/watch?v=2JIZjVGD_Lw,Fox News,"430,368",17-Apr-21
91,Ron DeSantis touts Florida's new comprehensive 'anti-riot' bill,https://www.youtube.com/watch?v=odWJZh-fDhc,Fox News,"974,117",17-Apr-21,Kayleigh McEnany gives 'fiery' reaction to AOC's influence over Biden,https://www.youtube.com/watch?v=TQCMZW2OpLM,Fox News,"265,911",17-Apr-21
92,Ron DeSantis touts Florida's new comprehensive 'anti-riot' bill,https://www.youtube.com/watch?v=odWJZh-fDhc,Fox News,"974,117",17-Apr-21,“You Will Not Answer The Question”: Rand Paul Grills Biden Nominee In Tense Exchange,https://www.youtube.com/watch?v=6XTf_Xb5gC4,Forbes Breaking News,"922,394",21-Apr-21
93,Ron DeSantis touts Florida's new comprehensive 'anti-riot' bill,https://www.youtube.com/watch?v=odWJZh-fDhc,Fox News,"974,117",17-Apr-21,Judge in Chauvin case slams Maxine Waters' comments; 'The Five' reacts,https://www.youtube.com/watch?v=MTe0kX5zISA,Fox News,"1,679,604",19-Apr-21
94,Ron DeSantis touts Florida's new comprehensive 'anti-riot' bill,https://www.youtube.com/watch?v=odWJZh-fDhc,Fox News,"974,117",17-Apr-21,Kayleigh McEnany gives 'fiery' reaction to AOC's influence over Biden,https://www.youtube.com/watch?v=TQCMZW2OpLM,Fox News,"265,911",17-Apr-21
95,Kayleigh McEnany gives 'fiery' reaction to AOC's influence over Biden,https://www.youtube.com/watch?v=TQCMZW2OpLM,Fox News,"265,911",17-Apr-21,TIMELAPSE OF THE FUTURE: A Journey to the End of Time (4K),https://www.youtube.com/watch?v=uD4izuDMUQA,melodysheep,"60,910,769",20-Mar-19
96,Kayleigh McEnany gives 'fiery' reaction to AOC's influence over Biden,https://www.youtube.com/watch?v=TQCMZW2OpLM,Fox News,"265,911",17-Apr-21,Ted Cruz slams LeBron James' 'grossly irresponsible' tweet about officer,https://www.youtube.com/watch?v=VoBWVUhvD0o,Fox News,"637,787",21-Apr-21
97,Kayleigh McEnany gives 'fiery' reaction to AOC's influence over Biden,https://www.youtube.com/watch?v=TQCMZW2OpLM,Fox News,"265,911",17-Apr-21,'The Five' react to deleted LeBron James tweet about fatal police shooting,https://www.youtube.com/watch?v=HbYfC4woWPU,Fox News,"884,978",21-Apr-21
98,Kayleigh McEnany gives 'fiery' reaction to AOC's influence over Biden,https://www.youtube.com/watch?v=TQCMZW2OpLM,Fox News,"265,911",17-Apr-21,McEnany torches liberal media's 'heinous' coverage of Russia bounty story,https://www.youtube.com/watch?v=RNc9h8aFU2o,Fox News,"1,529,282",16-Apr-21
99,Kayleigh McEnany gives 'fiery' reaction to AOC's influence over Biden,https://www.youtube.com/watch?v=TQCMZW2OpLM,Fox News,"265,911",17-Apr-21,Robin Williams' secret battle with degenerative brain disease | 60 Minutes Australia,https://www.youtube.com/watch?v=lBsEiZX5w8U,60 Minutes Australia,"808,774",4-Apr-21
